Lemmatized_Text,Predicted_Emotion
I be wash the tree hope it would do some good and concurrently in the general trajectory of my life feel more and more suspicious of much of the trapping of christianity and even sometimes maybe just kinda or a lot suspicious of its heart and in my head be this song;fear,Neutral
I feel very peaceful when I look at it;joy,Happy
I feel like it my beloved burkie who I miss more than word can ever say;joy,Happy
I do not know what to feel except ashamed of myself for not feel sorrow;sadness,Sad
I sit there feel so amazed that I actually find great joy in such simple things;surprise,Neutral
I feel honored that the veil be lift in that moment;joy,Happy
I feel fearful of how this sensitive non confrontational drive girl will thrive as an executive in the corporate world;fear,Neutral
I feel as if I prepare for hurricane every day of the week and at the end of the night these three precious storm leave their trail throughout my home;joy,Happy
I leave the gym this sunday morning feel invigorated;joy,Happy
I feel like I m get there I have to admit I be stun when I realize my list my entire laundry list of here to for impossible pie in the sky dreams;surprise,Neutral
I do not picture myself feel shy in this class when I sign up for it;fear,Neutral
I m feel a bit listless but after the weekend from hell it have good point also I m glad for some time to wind down;sadness,Sad
I feel humiliated;sadness,Sad
I want to feel respected;joy,Happy
I still feel dissatisfied;anger,Neutral
when I fail the entrance exam of the medical school and be study biochemistry which have no job prospect in zambia;anger,Happy
I just feel curious of what my mission be to be;surprise,Neutral
I can sink into the stillness to feel the gentle hum of that light there be pleasure in contrast;love,Neutral
I feel assured that the future of online entertainment rest in good hands;joy,Happy
I m feel a little tender swollen and hot in that area today;love,Neutral
I be already feel kind of frantic and upset because I m spend another year in that god forsake school;fear,Neutral
I can understand feel uncertain about the abc link;fear,Neutral
I do feel a little needy;sadness,Sad
a certain friend try to push I off a seat in a very violent way for no apparent reason it may be that he be excited about something;anger,Neutral
I don t like feel vulnerable or expose all my worry and concern mostly because I have feel the need to hold it together to be the strong one;fear,Neutral
I feel like I ve be beat up by an american footballer then run over by a london bus;sadness,Sad
I can tell pms be at work because I feel so weepy;sadness,Sad
I feel pretty good about that;joy,Happy
I think the reason the discussion feel so lively be that since it be a night course the class be very diverse and large and a bunch of the student be on the old side;joy,Happy
I feel very delighted for my stay here in manila be near its end and feel so down for the same reason;joy,Happy
I truly feel blessed to be share our first thanksgive day together and we have many many blessing to be thankful for;joy,Happy
I hadn t see for two year spend a sun fill day at the aussie open follow by dumpling at chinatown and a lemonade in a leafy beer garden feeling like I have step back in time at labour in vain on brunswick street attend a backyard barbecue and visit edinburgh garden for aussie day;sadness,Sad
I feel so dull and inadequate around big house but such a constrain extrovert in my own home;sadness,Sad
I start to feel really awkward about the tubelight reflect on the glossy paper with a picture of a red laced bra;sadness,Sad
I be feel quite smug now as I didn t actually see any mating but assess the sign calculate the date etc and get it spot on;joy,Happy
I really can not do anything can I how do it feel to have such a dumb a daughter;sadness,Sad
I have to say it be make I feel very tender inside like a wound that have scabbe over on the surface but be still raw and unhealed underneath;love,Neutral
I feel as defeat as I do today I wonder if I m do this parenting thing all wrong;sadness,Sad
I just know that I m feel so hot now;love,Neutral
I see those form that I have not do yet I just feel very agitated;anger,Neutral
I resent people shame I and tell I how to feel a more productive alternative give I the fact and let I think for myself;joy,Happy
I be feel a little overwhelmed like I do every year at this time at the speed each holiday season creep up on us;surprise,Neutral
I feel selfish on the day I do not feel well and want to be leave alone in my misery;anger,Neutral
I shave some of my head yesterday and I be feel very keen on such thing also it be very good for refrence as far as comic_strip go;joy,Happy
I know it seem strange writing to you after all this time and I honestly feel appalled at my behavior as a mother;anger,Neutral
I feel so special when I m wear this front;joy,Happy
I wake up today with totally no text so I be feel pretty gloomy at first then my precious idiotic don call and cheer I up;sadness,Sad
I know I feel a sense of obligation to be loyal to the us canada and taiwan depend on whether or not you think the last be a country;love,Neutral
